구분,질문,답변
영등포구 여의도동 월세,영등포구 여의도동에 아파트 월세 보여주세요.,영등포구 여의도동에 있는 1977년에 지어진 진주 아파트은/는 3.0층 94.31m²(임대면적) 기준으로 보증금 35000만원 임대료는 80만원에 월세로 거래되었습니다.
강서구 화곡동 월세,강서구 화곡동에 오피스텔 월세 보여주세요.,강서구 화곡동에 있는 2012년에 지어진 강서 동도센트리움 오피스텔은/는 16.0층 18.97m²(임대면적) 기준으로 보증금 8500만원 임대료는 20만원에 월세로 거래되었습니다.
은평구 응암동 전세,은평구 응암동에 아파트 전세 보여주세요.,은평구 응암동에 있는 2020년에 지어진 백련산에스케이뷰아이파크 아파트은/는 6.0층 59.85m²(임대면적) 기준으로 보증금 53000만원 전세로 거래되었습니다.
구로구 천왕동 전세,구로구 천왕동에 아파트 전세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스6단지 아파트은/는 3.0층 59.96m²(임대면적) 기준으로 보증금 16378만원 전세로 거래되었습니다.
노원구 중계동 전세,노원구 중계동에 아파트 전세 보여주세요.,노원구 중계동에 있는 1991년에 지어진 건영2 아파트은/는 1.0층 84.96m²(임대면적) 기준으로 보증금 50000만원 전세로 거래되었습니다.
은평구 진관동 전세,은평구 진관동에 아파트 전세 보여주세요.,은평구 진관동에 있는 2009년에 지어진 박석고개1단지힐스테이트(116~131동)임대BL2-1 아파트은/는 12.0층 84.72m²(임대면적) 기준으로 보증금 34177만원 전세로 거래되었습니다.
양천구 목동 월세,양천구 목동에 연립다세대 월세 보여주세요.,양천구 목동에 있는 2014년에 지어진 진주빌 연립다세대은/는 4.0층 23.76m²(임대면적) 기준으로 보증금 1000만원 임대료는 50만원에 월세로 거래되었습니다.
강서구 화곡동 월세,강서구 화곡동에 오피스텔 월세 보여주세요.,강서구 화곡동에 있는 2013년에 지어진 경동엠파이어시티 101동 오피스텔은/는 8.0층 15.63m²(임대면적) 기준으로 보증금 500만원 임대료는 50만원에 월세로 거래되었습니다.
강서구 내발산동 전세,강서구 내발산동에 아파트 전세 보여주세요.,강서구 내발산동에 있는 2007년에 지어진 마곡수명산파크2단지 아파트은/는 4.0층 59.76m²(임대면적) 기준으로 보증금 11650만원 전세로 거래되었습니다.
도봉구 쌍문동 전세,도봉구 쌍문동에 연립다세대 전세 보여주세요.,도봉구 쌍문동에 있는 2015년에 지어진 청담하이빌(294-1) 연립다세대은/는 2.0층 43.19m²(임대면적) 기준으로 보증금 17000만원 전세로 거래되었습니다.
강동구 강일동 월세,강동구 강일동에 아파트 월세 보여주세요.,강동구 강일동에 있는 2009년에 지어진 강일리버파크4단지 아파트은/는 3.0층 49.9m²(임대면적) 기준으로 보증금 6852만원 임대료는 11만원에 월세로 거래되었습니다.
강서구 마곡동 월세,강서구 마곡동에 아파트 월세 보여주세요.,강서구 마곡동에 있는 2014년에 지어진 마곡엠밸리4단지 아파트은/는 6.0층 59.79m²(임대면적) 기준으로 보증금 3035만원 임대료는 52만원에 월세로 거래되었습니다.
도봉구 쌍문동 전세,도봉구 쌍문동에 연립다세대 전세 보여주세요.,도봉구 쌍문동에 있는 2015년에 지어진 청담하이빌(294-1) 연립다세대은/는 2.0층 43.19m²(임대면적) 기준으로 보증금 17000만원 전세로 거래되었습니다.
강동구 상일동 월세,강동구 상일동에 아파트 월세 보여주세요.,강동구 상일동에 있는 2021년에 지어진 강동리엔파크11단지 아파트은/는 5.0층 36.22m²(임대면적) 기준으로 보증금 9460만원 임대료는 11만원에 월세로 거래되었습니다.
양천구 신정동 월세,양천구 신정동에 아파트 월세 보여주세요.,양천구 신정동에 있는 1988년에 지어진 목동신시가지12 아파트은/는 5.0층 53.46m²(임대면적) 기준으로 보증금 20000만원 임대료는 45만원에 월세로 거래되었습니다.
노원구 하계동 전세,노원구 하계동에 아파트 전세 보여주세요.,노원구 하계동에 있는 1988년에 지어진 한신1 아파트은/는 6.0층 35.28m²(임대면적) 기준으로 보증금 25000만원 전세로 거래되었습니다.
강동구 상일동 월세,강동구 상일동에 아파트 월세 보여주세요.,강동구 상일동에 있는 2021년에 지어진 강동리엔파크11단지 아파트은/는 2.0층 36.22m²(임대면적) 기준으로 보증금 9460만원 임대료는 11만원에 월세로 거래되었습니다.
양천구 목동 월세,양천구 목동에 아파트 월세 보여주세요.,양천구 목동에 있는 1986년에 지어진 목동신시가지6 아파트은/는 20.0층 47.94m²(임대면적) 기준으로 보증금 5000만원 임대료는 120만원에 월세로 거래되었습니다.
용산구 이태원동 전세,용산구 이태원동에 아파트 전세 보여주세요.,용산구 이태원동에 있는 1982년에 지어진 청화1 아파트은/는 9.0층 142.74m²(임대면적) 기준으로 보증금 72000만원 전세로 거래되었습니다.
강동구 강일동 월세,강동구 강일동에 아파트 월세 보여주세요.,강동구 강일동에 있는 2009년에 지어진 강일리버파크10단지 아파트은/는 4.0층 59.87m²(임대면적) 기준으로 보증금 8117만원 임대료는 12만원에 월세로 거래되었습니다.
은평구 진관동 전세,은평구 진관동에 아파트 전세 보여주세요.,은평구 진관동에 있는 2009년에 지어진 박석고개1단지힐스테이트(116~131동)임대BL2-1 아파트은/는 14.0층 84.49m²(임대면적) 기준으로 보증금 34177만원 전세로 거래되었습니다.
구로구 천왕동 전세,구로구 천왕동에 아파트 전세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스5단지 아파트은/는 9.0층 114.85m²(임대면적) 기준으로 보증금 22258만원 전세로 거래되었습니다.
강동구 강일동 월세,강동구 강일동에 아파트 월세 보여주세요.,강동구 강일동에 있는 2009년에 지어진 강일리버파크10단지 아파트은/는 8.0층 59.92m²(임대면적) 기준으로 보증금 8117만원 임대료는 12만원에 월세로 거래되었습니다.
금천구 독산동 전세,금천구 독산동에 연립다세대 전세 보여주세요.,금천구 독산동에 있는 1998년에 지어진 목화주택 연립다세대은/는 1.0층 77.82m²(임대면적) 기준으로 보증금 25358만원 전세로 거래되었습니다.
서대문구 영천동 월세,서대문구 영천동에 연립다세대 월세 보여주세요.,서대문구 영천동에 있는 2002년에 지어진 영천빌라 연립다세대은/는 -1.0층 59.9m²(임대면적) 기준으로 보증금 6000만원 임대료는 70만원에 월세로 거래되었습니다.
성동구 성수동1가 전세,성동구 성수동1가에 아파트 전세 보여주세요.,성동구 성수동1가에 있는 2002년에 지어진 강변건영아파트 아파트은/는 18.0층 73.91m²(임대면적) 기준으로 보증금 70000만원 전세로 거래되었습니다.
성북구 길음동 월세,성북구 길음동에 아파트 월세 보여주세요.,성북구 길음동에 있는 2019년에 지어진 래미안길음센터피스 아파트은/는 27.0층 84.98m²(임대면적) 기준으로 보증금 30000만원 임대료는 180만원에 월세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스6단지 아파트은/는 14.0층 59.95m²(임대면적) 기준으로 보증금 9403만원 임대료는 14만원에 월세로 거래되었습니다.
강남구 개포동 전세,강남구 개포동에 아파트 전세 보여주세요.,강남구 개포동에 있는 2020년에 지어진 개포래미안포레스트 아파트은/는 12.0층 59.96m²(임대면적) 기준으로 보증금 95000만원 전세로 거래되었습니다.
서초구 방배동 전세,서초구 방배동에 아파트 전세 보여주세요.,서초구 방배동에 있는 2004년에 지어진 방배3차현대홈타운 아파트은/는 10.0층 120.92m²(임대면적) 기준으로 보증금 120000만원 전세로 거래되었습니다.
강동구 명일동 전세,강동구 명일동에 아파트 전세 보여주세요.,강동구 명일동에 있는 1986년에 지어진 현대(고덕) 아파트은/는 11.0층 84.91m²(임대면적) 기준으로 보증금 50000만원 전세로 거래되었습니다.
강동구 강일동 월세,강동구 강일동에 아파트 월세 보여주세요.,강동구 강일동에 있는 2009년에 지어진 강일리버파크8단지 아파트은/는 4.0층 59.87m²(임대면적) 기준으로 보증금 8995만원 임대료는 13만원에 월세로 거래되었습니다.
영등포구 문래동3가 월세,영등포구 문래동3가에 아파트 월세 보여주세요.,영등포구 문래동3가에 있는 2001년에 지어진 문래자이 아파트은/는 17.0층 121.53m²(임대면적) 기준으로 보증금 0만원 임대료는 100만원에 월세로 거래되었습니다.
성동구 행당동 전세,성동구 행당동에 아파트 전세 보여주세요.,성동구 행당동에 있는 2000년에 지어진 행당한진타운(임대) 아파트은/는 18.0층 32.96m²(임대면적) 기준으로 보증금 3871만원 전세로 거래되었습니다.
광진구 자양동 전세,광진구 자양동에 연립다세대 전세 보여주세요.,광진구 자양동에 있는 2018년에 지어진 vip홈 연립다세대은/는 2.0층 29.96m²(임대면적) 기준으로 보증금 25000만원 전세로 거래되었습니다.
강서구 내발산동 전세,강서구 내발산동에 아파트 전세 보여주세요.,강서구 내발산동에 있는 2007년에 지어진 마곡수명산파크2단지 아파트은/는 15.0층 59.87m²(임대면적) 기준으로 보증금 11650만원 전세로 거래되었습니다.
구로구 오류동 월세,구로구 오류동에 아파트 월세 보여주세요.,구로구 오류동에 있는 2018년에 지어진 오류동행복주택 아파트은/는 10.0층 44.83m²(임대면적) 기준으로 보증금 14522만원 임대료는 15만원에 월세로 거래되었습니다.
구로구 오류동 전세,구로구 오류동에 아파트 전세 보여주세요.,구로구 오류동에 있는 2003년에 지어진 경남아너스빌 아파트은/는 3.0층 84.93m²(임대면적) 기준으로 보증금 44000만원 전세로 거래되었습니다.
강서구 마곡동 전세,강서구 마곡동에 아파트 전세 보여주세요.,강서구 마곡동에 있는 2016년에 지어진 마곡엠밸리8단지 아파트은/는 8.0층 59.79m²(임대면적) 기준으로 보증금 33750만원 전세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2013년에 지어진 천왕연지타운1단지 아파트은/는 3.0층 49.89m²(임대면적) 기준으로 보증금 9749만원 임대료는 15만원에 월세로 거래되었습니다.
강동구 강일동 전세,강동구 강일동에 아파트 전세 보여주세요.,강동구 강일동에 있는 2009년에 지어진 강일리버파크10단지 아파트은/는 7.0층 114.81m²(임대면적) 기준으로 보증금 25584만원 전세로 거래되었습니다.
강북구 번동 전세,강북구 번동에 아파트 전세 보여주세요.,강북구 번동에 있는 1992년에 지어진 번동한양아파트 아파트은/는 3.0층 84.67m²(임대면적) 기준으로 보증금 35000만원 전세로 거래되었습니다.
송파구 방이동 월세,송파구 방이동에 아파트 월세 보여주세요.,송파구 방이동에 있는 1985년에 지어진 한양3 아파트은/는 14.0층 84.92m²(임대면적) 기준으로 보증금 20000만원 임대료는 150만원에 월세로 거래되었습니다.
강남구 개포동 월세,강남구 개포동에 아파트 월세 보여주세요.,강남구 개포동에 있는 1983년에 지어진 개포주공7단지 아파트은/는 7.0층 60.76m²(임대면적) 기준으로 보증금 5000만원 임대료는 140만원에 월세로 거래되었습니다.
강서구 내발산동 월세,강서구 내발산동에 아파트 월세 보여주세요.,강서구 내발산동에 있는 2008년에 지어진 마곡수명산파크5단지 아파트은/는 6.0층 49.97m²(임대면적) 기준으로 보증금 1608만원 임대료는 32만원에 월세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2013년에 지어진 천왕연지타운1단지 아파트은/는 14.0층 49.34m²(임대면적) 기준으로 보증금 12197만원 임대료는 29만원에 월세로 거래되었습니다.
강서구 등촌동 월세,강서구 등촌동에 오피스텔 월세 보여주세요.,강서구 등촌동에 있는 2016년에 지어진 경동미르웰한올림 오피스텔은/는 2.0층 16.19m²(임대면적) 기준으로 보증금 1000만원 임대료는 60만원에 월세로 거래되었습니다.
영등포구 문래동6가 전세,영등포구 문래동6가에 오피스텔 전세 보여주세요.,영등포구 문래동6가에 있는 2005년에 지어진 문래파라곤 오피스텔은/는 15.0층 65.22m²(임대면적) 기준으로 보증금 42000만원 전세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 2000년에 지어진 학마을1단지 아파트은/는 8.0층 49.99m²(임대면적) 기준으로 보증금 30000만원 전세로 거래되었습니다.
동작구 상도동 전세,동작구 상도동에 아파트 전세 보여주세요.,동작구 상도동에 있는 2018년에 지어진 e편한세상상도노빌리티 아파트은/는 15.0층 84.97m²(임대면적) 기준으로 보증금 64900만원 전세로 거래되었습니다.
동대문구 전농동 월세,동대문구 전농동에 아파트 월세 보여주세요.,동대문구 전농동에 있는 2014년에 지어진 래미안크레시티 아파트은/는 12.0층 84.96m²(임대면적) 기준으로 보증금 40000만원 임대료는 100만원에 월세로 거래되었습니다.
노원구 공릉동 월세,노원구 공릉동에 연립다세대 월세 보여주세요.,노원구 공릉동에 있는 1993년에 지어진 풍천빌라 연립다세대은/는 1.0층 64.95m²(임대면적) 기준으로 보증금 1000만원 임대료는 60만원에 월세로 거래되었습니다.
강동구 상일동 월세,강동구 상일동에 아파트 월세 보여주세요.,강동구 상일동에 있는 2021년에 지어진 강동리엔파크11단지 아파트은/는 4.0층 36.22m²(임대면적) 기준으로 보증금 9460만원 임대료는 11만원에 월세로 거래되었습니다.
강남구 청담동 전세,강남구 청담동에 아파트 전세 보여주세요.,강남구 청담동에 있는 2005년에 지어진 범신칼릭스빌 아파트은/는 7.0층 84.78m²(임대면적) 기준으로 보증금 100000만원 전세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 2001년에 지어진 푸른마을3 아파트은/는 10.0층 84.93m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
강남구 율현동 월세,강남구 율현동에 아파트 월세 보여주세요.,강남구 율현동에 있는 2015년에 지어진 강남한신휴플러스6단지 아파트은/는 3.0층 49.79m²(임대면적) 기준으로 보증금 6151만원 임대료는 39만원에 월세로 거래되었습니다.
영등포구 문래동6가 월세,영등포구 문래동6가에 오피스텔 월세 보여주세요.,영등포구 문래동6가에 있는 2005년에 지어진 문래파라곤 오피스텔은/는 5.0층 84.34m²(임대면적) 기준으로 보증금 36200만원 임대료는 25만원에 월세로 거래되었습니다.
은평구 불광동 전세,은평구 불광동에 연립다세대 전세 보여주세요.,은평구 불광동에 있는 1994년에 지어진 예승빌라(A) 연립다세대은/는 2.0층 61.96m²(임대면적) 기준으로 보증금 20500만원 전세로 거래되었습니다.
강동구 상일동 월세,강동구 상일동에 아파트 월세 보여주세요.,강동구 상일동에 있는 2021년에 지어진 강동리엔파크11단지 아파트은/는 9.0층 36.22m²(임대면적) 기준으로 보증금 9460만원 임대료는 11만원에 월세로 거래되었습니다.
양천구 신정동 전세,양천구 신정동에 아파트 전세 보여주세요.,양천구 신정동에 있는 1988년에 지어진 목동신시가지11 아파트은/는 14.0층 66.24m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
양천구 목동 전세,양천구 목동에 연립다세대 전세 보여주세요.,양천구 목동에 있는 2016년에 지어진 창우이지스Ⅲ 연립다세대은/는 2.0층 28.06m²(임대면적) 기준으로 보증금 17000만원 전세로 거래되었습니다.
서초구 방배동 월세,서초구 방배동에 아파트 월세 보여주세요.,서초구 방배동에 있는 1999년에 지어진 방배1차현대홈타운 아파트은/는 9.0층 59.94m²(임대면적) 기준으로 보증금 20000만원 임대료는 150만원에 월세로 거래되었습니다.
노원구 하계동 월세,노원구 하계동에 아파트 월세 보여주세요.,노원구 하계동에 있는 1989년에 지어진 장미(시영6) 아파트은/는 8.0층 43.41m²(임대면적) 기준으로 보증금 1500만원 임대료는 60만원에 월세로 거래되었습니다.
영등포구 문래동6가 전세,영등포구 문래동6가에 오피스텔 전세 보여주세요.,영등포구 문래동6가에 있는 2005년에 지어진 문래파라곤 201동 오피스텔은/는 3.0층 87.85m²(임대면적) 기준으로 보증금 48500만원 전세로 거래되었습니다.
송파구 가락동 전세,송파구 가락동에 아파트 전세 보여주세요.,송파구 가락동에 있는 2018년에 지어진 헬리오시티 아파트은/는 6.0층 110.66m²(임대면적) 기준으로 보증금 133000만원 전세로 거래되었습니다.
서초구 서초동 월세,서초구 서초동에 아파트 월세 보여주세요.,서초구 서초동에 있는 2018년에 지어진 래미안서초에스티지S 아파트은/는 22.0층 111.01m²(임대면적) 기준으로 보증금 130000만원 임대료는 210만원에 월세로 거래되었습니다.
송파구 송파동 월세,송파구 송파동에 연립다세대 월세 보여주세요.,송파구 송파동에 있는 2016년에 지어진 해솔빌 연립다세대은/는 3.0층 18.73m²(임대면적) 기준으로 보증금 12880만원 임대료는 11만원에 월세로 거래되었습니다.
송파구 방이동 월세,송파구 방이동에 연립다세대 월세 보여주세요.,송파구 방이동에 있는 2023년에 지어진 몽촌빌라 연립다세대은/는 3.0층 29.86m²(임대면적) 기준으로 보증금 28000만원 임대료는 15만원에 월세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스6단지 아파트은/는 13.0층 59.95m²(임대면적) 기준으로 보증금 9403만원 임대료는 14만원에 월세로 거래되었습니다.
서초구 서초동 전세,서초구 서초동에 아파트 전세 보여주세요.,서초구 서초동에 있는 2016년에 지어진 래미안서초에스티지 아파트은/는 4.0층 83.6m²(임대면적) 기준으로 보증금 132000만원 전세로 거래되었습니다.
성북구 돈암동 월세,성북구 돈암동에 아파트 월세 보여주세요.,성북구 돈암동에 있는 1998년에 지어진 한신 아파트은/는 3.0층 84.87m²(임대면적) 기준으로 보증금 26790만원 임대료는 50만원에 월세로 거래되었습니다.
강서구 마곡동 월세,강서구 마곡동에 아파트 월세 보여주세요.,강서구 마곡동에 있는 2014년에 지어진 마곡엠벨리(14단지) 아파트은/는 3.0층 49.87m²(임대면적) 기준으로 보증금 9331만원 임대료는 15만원에 월세로 거래되었습니다.
관악구 남현동 월세,관악구 남현동에 아파트 월세 보여주세요.,관악구 남현동에 있는 2004년에 지어진 우림루미아트 아파트은/는 3.0층 84.51m²(임대면적) 기준으로 보증금 40000만원 임대료는 80만원에 월세로 거래되었습니다.
광진구 자양동 전세,광진구 자양동에 연립다세대 전세 보여주세요.,광진구 자양동에 있는 2021년에 지어진 미산빌3차 연립다세대은/는 4.0층 27.24m²(임대면적) 기준으로 보증금 26000만원 전세로 거래되었습니다.
성북구 정릉동 전세,성북구 정릉동에 연립다세대 전세 보여주세요.,성북구 정릉동에 있는 2003년에 지어진 중앙하이츠빌 연립다세대은/는 4.0층 74.33m²(임대면적) 기준으로 보증금 21500만원 전세로 거래되었습니다.
서초구 잠원동 전세,서초구 잠원동에 아파트 전세 보여주세요.,서초구 잠원동에 있는 2016년에 지어진 래미안신반포팰리스 아파트은/는 2.0층 59.99m²(임대면적) 기준으로 보증금 60273만원 전세로 거래되었습니다.
은평구 진관동 전세,은평구 진관동에 오피스텔 전세 보여주세요.,은평구 진관동에 있는 2017년에 지어진 웅신 미켈란의 아침 오피스텔은/는 8.0층 19.06m²(임대면적) 기준으로 보증금 12000만원 전세로 거래되었습니다.
성동구 금호동3가 전세,성동구 금호동3가에 아파트 전세 보여주세요.,성동구 금호동3가에 있는 1994년에 지어진 두산 아파트은/는 7.0층 84.99m²(임대면적) 기준으로 보증금 52000만원 전세로 거래되었습니다.
은평구 진관동 월세,은평구 진관동에 아파트 월세 보여주세요.,은평구 진관동에 있는 2019년에 지어진 은뜨락 아파트은/는 12.0층 39.49m²(임대면적) 기준으로 보증금 6126만원 임대료는 30만원에 월세로 거래되었습니다.
서초구 서초동 전세,서초구 서초동에 아파트 전세 보여주세요.,서초구 서초동에 있는 2016년에 지어진 래미안서초에스티지 아파트은/는 3.0층 59.99m²(임대면적) 기준으로 보증금 55125만원 전세로 거래되었습니다.
구로구 천왕동 전세,구로구 천왕동에 아파트 전세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스4단지 아파트은/는 6.0층 49.58m²(임대면적) 기준으로 보증금 10116만원 전세로 거래되었습니다.
서초구 서초동 전세,서초구 서초동에 아파트 전세 보여주세요.,서초구 서초동에 있는 2016년에 지어진 래미안서초에스티지 아파트은/는 2.0층 59.99m²(임대면적) 기준으로 보증금 55125만원 전세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스6단지 아파트은/는 6.0층 59.95m²(임대면적) 기준으로 보증금 8463만원 임대료는 20만원에 월세로 거래되었습니다.
마포구 성산동 월세,마포구 성산동에 오피스텔 월세 보여주세요.,마포구 성산동에 있는 2021년에 지어진 마포상암시티프라디움리버 오피스텔은/는 5.0층 17.02m²(임대면적) 기준으로 보증금 1000만원 임대료는 82만원에 월세로 거래되었습니다.
구로구 천왕동 전세,구로구 천왕동에 아파트 전세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스6단지 아파트은/는 8.0층 59.95m²(임대면적) 기준으로 보증금 14246만원 전세로 거래되었습니다.
서초구 서초동 전세,서초구 서초동에 아파트 전세 보여주세요.,서초구 서초동에 있는 2016년에 지어진 래미안서초에스티지 아파트은/는 6.0층 59.99m²(임대면적) 기준으로 보증금 55125만원 전세로 거래되었습니다.
동작구 사당동 월세,동작구 사당동에 아파트 월세 보여주세요.,동작구 사당동에 있는 1991년에 지어진 현대 아파트은/는 7.0층 59.96m²(임대면적) 기준으로 보증금 10000만원 임대료는 100만원에 월세로 거래되었습니다.
동작구 신대방동 전세,동작구 신대방동에 아파트 전세 보여주세요.,동작구 신대방동에 있는 2021년에 지어진 보라매자이더포레스트 아파트은/는 11.0층 84.77m²(임대면적) 기준으로 보증금 90000만원 전세로 거래되었습니다.
구로구 개봉동 월세,구로구 개봉동에 오피스텔 월세 보여주세요.,구로구 개봉동에 있는 2023년에 지어진 예담스테이 개봉역 오피스텔은/는 8.0층 35.52m²(임대면적) 기준으로 보증금 5000만원 임대료는 100만원에 월세로 거래되었습니다.
동작구 신대방동 전세,동작구 신대방동에 아파트 전세 보여주세요.,동작구 신대방동에 있는 2021년에 지어진 보라매자이더포레스트 아파트은/는 11.0층 84.77m²(임대면적) 기준으로 보증금 90000만원 전세로 거래되었습니다.
영등포구 양평동5가 전세,영등포구 양평동5가에 연립다세대 전세 보여주세요.,영등포구 양평동5가에 있는 2017년에 지어진 위너스하임 연립다세대은/는 4.0층 27.8m²(임대면적) 기준으로 보증금 24670만원 전세로 거래되었습니다.
서초구 서초동 전세,서초구 서초동에 아파트 전세 보여주세요.,서초구 서초동에 있는 2016년에 지어진 래미안서초에스티지 아파트은/는 6.0층 59.99m²(임대면적) 기준으로 보증금 54600만원 전세로 거래되었습니다.
송파구 방이동 전세,송파구 방이동에 오피스텔 전세 보여주세요.,송파구 방이동에 있는 2020년에 지어진 한 스위트 올림픽파크 오피스텔은/는 5.0층 15.98m²(임대면적) 기준으로 보증금 18000만원 전세로 거래되었습니다.
마포구 신수동 월세,마포구 신수동에 아파트 월세 보여주세요.,마포구 신수동에 있는 2009년에 지어진 밤섬경남아너스빌 아파트은/는 1.0층 84.83m²(임대면적) 기준으로 보증금 20000만원 임대료는 150만원에 월세로 거래되었습니다.
종로구 누상동 월세,종로구 누상동에 연립다세대 월세 보여주세요.,종로구 누상동에 있는 1998년에 지어진 정암빌라 연립다세대은/는 -1.0층 59.97m²(임대면적) 기준으로 보증금 11000만원 임대료는 40만원에 월세로 거래되었습니다.
송파구 잠실동 전세,송파구 잠실동에 연립다세대 전세 보여주세요.,송파구 잠실동에 있는 2003년에 지어진 드림하우스(317-3) 연립다세대은/는 2.0층 44.58m²(임대면적) 기준으로 보증금 22000만원 전세로 거래되었습니다.
마포구 상암동 월세,마포구 상암동에 연립다세대 월세 보여주세요.,마포구 상암동에 있는 2012년에 지어진 해그린빌 연립다세대은/는 5.0층 15.6m²(임대면적) 기준으로 보증금 500만원 임대료는 47만원에 월세로 거래되었습니다.
강서구 방화동 전세,강서구 방화동에 아파트 전세 보여주세요.,강서구 방화동에 있는 1994년에 지어진 방화5 아파트은/는 9.0층 49.77m²(임대면적) 기준으로 보증금 32000만원 전세로 거래되었습니다.
은평구 대조동 전세,은평구 대조동에 연립다세대 전세 보여주세요.,은평구 대조동에 있는 2022년에 지어진 온세하이빌 연립다세대은/는 3.0층 29.93m²(임대면적) 기준으로 보증금 23000만원 전세로 거래되었습니다.
노원구 상계동 전세,노원구 상계동에 아파트 전세 보여주세요.,노원구 상계동에 있는 1989년에 지어진 벽산 아파트은/는 9.0층 75.03m²(임대면적) 기준으로 보증금 29500만원 전세로 거래되었습니다.
구로구 천왕동 전세,구로구 천왕동에 아파트 전세 보여주세요.,구로구 천왕동에 있는 2011년에 지어진 천왕이펜하우스5단지 아파트은/는 8.0층 114.85m²(임대면적) 기준으로 보증금 22258만원 전세로 거래되었습니다.
마포구 성산동 전세,마포구 성산동에 오피스텔 전세 보여주세요.,마포구 성산동에 있는 2021년에 지어진 마포상암시티프라디움리버 오피스텔은/는 11.0층 26.08m²(임대면적) 기준으로 보증금 30000만원 전세로 거래되었습니다.
종로구 무악동 월세,종로구 무악동에 아파트 월세 보여주세요.,종로구 무악동에 있는 2000년에 지어진 현대 아파트은/는 8.0층 84.92m²(임대면적) 기준으로 보증금 20000만원 임대료는 150만원에 월세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2014년에 지어진 천왕연지타운2단지 아파트은/는 7.0층 59.98m²(임대면적) 기준으로 보증금 10363만원 임대료는 15만원에 월세로 거래되었습니다.
송파구 문정동 월세,송파구 문정동에 오피스텔 월세 보여주세요.,송파구 문정동에 있는 2017년에 지어진 문정 아이파크 오피스텔은/는 13.0층 25.77m²(임대면적) 기준으로 보증금 1000만원 임대료는 87만원에 월세로 거래되었습니다.
노원구 월계동 전세,노원구 월계동에 아파트 전세 보여주세요.,노원구 월계동에 있는 1998년에 지어진 청백4 아파트은/는 2.0층 39.84m²(임대면적) 기준으로 보증금 14700만원 전세로 거래되었습니다.
은평구 진관동 월세,은평구 진관동에 아파트 월세 보여주세요.,은평구 진관동에 있는 2009년에 지어진 박석고개1단지힐스테이트(101~111동)임대BL2-12 아파트은/는 9.0층 49.74m²(임대면적) 기준으로 보증금 6305만원 임대료는 16만원에 월세로 거래되었습니다.
송파구 잠실동 전세,송파구 잠실동에 아파트 전세 보여주세요.,송파구 잠실동에 있는 2008년에 지어진 잠실엘스 아파트은/는 17.0층 59.96m²(임대면적) 기준으로 보증금 100000만원 전세로 거래되었습니다.
은평구 진관동 월세,은평구 진관동에 아파트 월세 보여주세요.,은평구 진관동에 있는 2009년에 지어진 박석고개1단지힐스테이트(101~111동)임대BL2-12 아파트은/는 9.0층 49.74m²(임대면적) 기준으로 보증금 1905만원 임대료는 32만원에 월세로 거래되었습니다.
구로구 천왕동 월세,구로구 천왕동에 아파트 월세 보여주세요.,구로구 천왕동에 있는 2014년에 지어진 천왕연지타운2단지 아파트은/는 8.0층 59.98m²(임대면적) 기준으로 보증금 10363만원 임대료는 15만원에 월세로 거래되었습니다.
마포구 염리동 전세,마포구 염리동에 연립다세대 전세 보여주세요.,마포구 염리동에 있는 2021년에 지어진 리앤리빌Ⅱ 연립다세대은/는 3.0층 29.53m²(임대면적) 기준으로 보증금 29000만원 전세로 거래되었습니다.
구로구 천왕동 전세,구로구 천왕동에 아파트 전세 보여주세요.,구로구 천왕동에 있는 2014년에 지어진 천왕연지타운2단지 아파트은/는 12.0층 101.99m²(임대면적) 기준으로 보증금 42320만원 전세로 거래되었습니다.
강남구 역삼동 월세,강남구 역삼동에 아파트 월세 보여주세요.,강남구 역삼동에 있는 2009년에 지어진 래미안그레이튼 아파트은/는 17.0층 59.97m²(임대면적) 기준으로 보증금 60000만원 임대료는 110만원에 월세로 거래되었습니다.
