구분,질문,답변
갈현동/전세/보증금,갈현동 전세 보증금 가장비싼 높은 고액,갈현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 28000만원 전세로 거래되었습니다.
홍제동/전세/보증금,홍제동 전세 보증금 가장비싼 높은 고액,홍제동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 전세로 거래되었습니다.
당산동/전세/보증금,당산동 전세 보증금 가장비싼 높은 고액,당산동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 65000만원 전세로 거래되었습니다.
청파동2가/전세/보증금,청파동2가 전세 보증금 가장비싼 높은 고액,청파동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 26200만원 전세로 거래되었습니다.
문래동5가/전세/보증금,문래동5가 전세 보증금 가장비싼 높은 고액,문래동5가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 62700만원 전세로 거래되었습니다.
구기동/전세/보증금,구기동 전세 보증금 가장비싼 높은 고액,구기동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
양평동2가/전세/보증금,양평동2가 전세 보증금 가장비싼 높은 고액,양평동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 21829만원 전세로 거래되었습니다.
중동/전세/보증금,중동 전세 보증금 가장비싼 높은 고액,중동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 47000만원 전세로 거래되었습니다.
용두동/전세/보증금,용두동 전세 보증금 가장비싼 높은 고액,용두동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 68000만원 전세로 거래되었습니다.
가리봉동/전세/보증금,가리봉동 전세 보증금 가장비싼 높은 고액,가리봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 34728만원 전세로 거래되었습니다.
옥수동/전세/보증금,옥수동 전세 보증금 가장비싼 높은 고액,옥수동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 110000만원 전세로 거래되었습니다.
삼성동/전세/보증금,삼성동 전세 보증금 가장비싼 높은 고액,삼성동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 152000만원 전세로 거래되었습니다.
명륜2가/전세/보증금,명륜2가 전세 보증금 가장비싼 높은 고액,명륜2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 31000만원 전세로 거래되었습니다.
회기동/전세/보증금,회기동 전세 보증금 가장비싼 높은 고액,회기동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 34000만원 전세로 거래되었습니다.
망우동/전세/보증금,망우동 전세 보증금 가장비싼 높은 고액,망우동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 53000만원 전세로 거래되었습니다.
영등포동1가/전세/보증금,영등포동1가 전세 보증금 가장비싼 높은 고액,영등포동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 35000만원 전세로 거래되었습니다.
오금동/전세/보증금,오금동 전세 보증금 가장비싼 높은 고액,오금동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 75000만원 전세로 거래되었습니다.
만리동2가/전세/보증금,만리동2가 전세 보증금 가장비싼 높은 고액,만리동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 78000만원 전세로 거래되었습니다.
성북동/전세/보증금,성북동 전세 보증금 가장비싼 높은 고액,성북동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 27000만원 전세로 거래되었습니다.
종암동/전세/보증금,종암동 전세 보증금 가장비싼 높은 고액,종암동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 65000만원 전세로 거래되었습니다.
금호동3가/전세/보증금,금호동3가 전세 보증금 가장비싼 높은 고액,금호동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 전세로 거래되었습니다.
대현동/전세/보증금,대현동 전세 보증금 가장비싼 높은 고액,대현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 71000만원 전세로 거래되었습니다.
용문동/전세/보증금,용문동 전세 보증금 가장비싼 높은 고액,용문동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 22000만원 전세로 거래되었습니다.
옥인동/전세/보증금,옥인동 전세 보증금 가장비싼 높은 고액,옥인동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 45000만원 전세로 거래되었습니다.
영등포동8가/전세/보증금,영등포동8가 전세 보증금 가장비싼 높은 고액,영등포동8가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 64000만원 전세로 거래되었습니다.
이화동/전세/보증금,이화동 전세 보증금 가장비싼 높은 고액,이화동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
당산동5가/전세/보증금,당산동5가 전세 보증금 가장비싼 높은 고액,당산동5가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 85000만원 전세로 거래되었습니다.
대흥동/전세/보증금,대흥동 전세 보증금 가장비싼 높은 고액,대흥동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 100000만원 전세로 거래되었습니다.
신영동/전세/보증금,신영동 전세 보증금 가장비싼 높은 고액,신영동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 36500만원 전세로 거래되었습니다.
문배동/전세/보증금,문배동 전세 보증금 가장비싼 높은 고액,문배동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 전세로 거래되었습니다.
당인동/전세/보증금,당인동 전세 보증금 가장비싼 높은 고액,당인동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 10000만원 전세로 거래되었습니다.
도봉동/전세/보증금,도봉동 전세 보증금 가장비싼 높은 고액,도봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 48000만원 전세로 거래되었습니다.
충정로3가/전세/보증금,충정로3가 전세 보증금 가장비싼 높은 고액,충정로3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
동작동/전세/보증금,동작동 전세 보증금 가장비싼 높은 고액,동작동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 85000만원 전세로 거래되었습니다.
당산동1가/전세/보증금,당산동1가 전세 보증금 가장비싼 높은 고액,당산동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 28000만원 전세로 거래되었습니다.
당산동3가/전세/보증금,당산동3가 전세 보증금 가장비싼 높은 고액,당산동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 65000만원 전세로 거래되었습니다.
금호동1가/전세/보증금,금호동1가 전세 보증금 가장비싼 높은 고액,금호동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 73000만원 전세로 거래되었습니다.
압구정동/전세/보증금,압구정동 전세 보증금 가장비싼 높은 고액,압구정동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 185000만원 전세로 거래되었습니다.
상도1동/전세/보증금,상도1동 전세 보증금 가장비싼 높은 고액,상도1동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25300만원 전세로 거래되었습니다.
한강로1가/전세/보증금,한강로1가 전세 보증금 가장비싼 높은 고액,한강로1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 16000만원 전세로 거래되었습니다.
수색동/전세/보증금,수색동 전세 보증금 가장비싼 높은 고액,수색동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 전세로 거래되었습니다.
북가좌동/전세/보증금,북가좌동 전세 보증금 가장비싼 높은 고액,북가좌동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 83000만원 전세로 거래되었습니다.
문래동1가/전세/보증금,문래동1가 전세 보증금 가장비싼 높은 고액,문래동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 28000만원 전세로 거래되었습니다.
원서동/전세/보증금,원서동 전세 보증금 가장비싼 높은 고액,원서동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 14000만원 전세로 거래되었습니다.
남현동/전세/보증금,남현동 전세 보증금 가장비싼 높은 고액,남현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 53000만원 전세로 거래되었습니다.
교북동/전세/보증금,교북동 전세 보증금 가장비싼 높은 고액,교북동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 56722만원 전세로 거래되었습니다.
내수동/전세/보증금,내수동 전세 보증금 가장비싼 높은 고액,내수동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 138000만원 전세로 거래되었습니다.
양평동3가/전세/보증금,양평동3가 전세 보증금 가장비싼 높은 고액,양평동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 53000만원 전세로 거래되었습니다.
사직동/전세/보증금,사직동 전세 보증금 가장비싼 높은 고액,사직동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 130000만원 전세로 거래되었습니다.
원효로4가/전세/보증금,원효로4가 전세 보증금 가장비싼 높은 고액,원효로4가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 80000만원 전세로 거래되었습니다.
문래동6가/전세/보증금,문래동6가 전세 보증금 가장비싼 높은 고액,문래동6가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 48500만원 전세로 거래되었습니다.
하월곡동/전세/보증금,하월곡동 전세 보증금 가장비싼 높은 고액,하월곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 56000만원 전세로 거래되었습니다.
대신동/전세/보증금,대신동 전세 보증금 가장비싼 높은 고액,대신동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 24400만원 전세로 거래되었습니다.
산천동/전세/보증금,산천동 전세 보증금 가장비싼 높은 고액,산천동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 73000만원 전세로 거래되었습니다.
충무로2가/전세/보증금,충무로2가 전세 보증금 가장비싼 높은 고액,충무로2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 전세로 거래되었습니다.
사근동/전세/보증금,사근동 전세 보증금 가장비싼 높은 고액,사근동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 전세로 거래되었습니다.
연희동/전세/보증금,연희동 전세 보증금 가장비싼 높은 고액,연희동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 전세로 거래되었습니다.
영등포동3가/전세/보증금,영등포동3가 전세 보증금 가장비싼 높은 고액,영등포동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 26000만원 전세로 거래되었습니다.
문래동3가/전세/보증금,문래동3가 전세 보증금 가장비싼 높은 고액,문래동3가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 102000만원 전세로 거래되었습니다.
마장동/전세/보증금,마장동 전세 보증금 가장비싼 높은 고액,마장동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 53000만원 전세로 거래되었습니다.
금호동2가/전세/보증금,금호동2가 전세 보증금 가장비싼 높은 고액,금호동2가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 전세로 거래되었습니다.
궁동/전세/보증금,궁동 전세 보증금 가장비싼 높은 고액,궁동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 전세로 거래되었습니다.
예장동/전세/보증금,예장동 전세 보증금 가장비싼 높은 고액,예장동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 28500만원 전세로 거래되었습니다.
청파동1가/전세/보증금,청파동1가 전세 보증금 가장비싼 높은 고액,청파동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 26000만원 전세로 거래되었습니다.
오장동/전세/보증금,오장동 전세 보증금 가장비싼 높은 고액,오장동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 16000만원 전세로 거래되었습니다.
입정동/전세/보증금,입정동 전세 보증금 가장비싼 높은 고액,입정동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 65000만원 전세로 거래되었습니다.
삼선동1가/전세/보증금,삼선동1가 전세 보증금 가장비싼 높은 고액,삼선동1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 11500만원 전세로 거래되었습니다.
평동/전세/보증금,평동 전세 보증금 가장비싼 높은 고액,평동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 115000만원 전세로 거래되었습니다.
의주로1가/전세/보증금,의주로1가 전세 보증금 가장비싼 높은 고액,의주로1가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 45150만원 전세로 거래되었습니다.
정동/월세/보증금,정동 월세 보증금 가장비싼 높은 고액,정동의 (월세)거래내역이 없습니다
창신동/월세/보증금,창신동 월세 보증금 가장비싼 높은 고액,창신동의 (월세)거래내역이 없습니다
신창동/월세/보증금,신창동 월세 보증금 가장비싼 높은 고액,신창동의 (월세)거래내역이 없습니다
문래동2가/월세/보증금,문래동2가 월세 보증금 가장비싼 높은 고액,문래동2가의 (월세)거래내역이 없습니다
원효로3가/월세/보증금,원효로3가 월세 보증금 가장비싼 높은 고액,원효로3가의 (월세)거래내역이 없습니다
보광동/월세/보증금,보광동 월세 보증금 가장비싼 높은 고액,보광동의 (월세)거래내역이 없습니다
천연동/월세/보증금,천연동 월세 보증금 가장비싼 높은 고액,천연동의 (월세)거래내역이 없습니다
구기동/월세/보증금,구기동 월세 보증금 가장비싼 높은 고액,구기동의 (월세)거래내역이 없습니다
옥인동/월세/보증금,옥인동 월세 보증금 가장비싼 높은 고액,옥인동의 (월세)거래내역이 없습니다
이화동/월세/보증금,이화동 월세 보증금 가장비싼 높은 고액,이화동의 (월세)거래내역이 없습니다
신영동/월세/보증금,신영동 월세 보증금 가장비싼 높은 고액,신영동의 (월세)거래내역이 없습니다
당인동/월세/보증금,당인동 월세 보증금 가장비싼 높은 고액,당인동의 (월세)거래내역이 없습니다
한강로1가/월세/보증금,한강로1가 월세 보증금 가장비싼 높은 고액,한강로1가의 (월세)거래내역이 없습니다
문래동1가/월세/보증금,문래동1가 월세 보증금 가장비싼 높은 고액,문래동1가의 (월세)거래내역이 없습니다
원서동/월세/보증금,원서동 월세 보증금 가장비싼 높은 고액,원서동의 (월세)거래내역이 없습니다
대신동/월세/보증금,대신동 월세 보증금 가장비싼 높은 고액,대신동의 (월세)거래내역이 없습니다
산천동/월세/보증금,산천동 월세 보증금 가장비싼 높은 고액,산천동의 (월세)거래내역이 없습니다
예장동/월세/보증금,예장동 월세 보증금 가장비싼 높은 고액,예장동의 (월세)거래내역이 없습니다
청파동1가/월세/보증금,청파동1가 월세 보증금 가장비싼 높은 고액,청파동1가의 (월세)거래내역이 없습니다
오장동/월세/보증금,오장동 월세 보증금 가장비싼 높은 고액,오장동의 (월세)거래내역이 없습니다
입정동/월세/보증금,입정동 월세 보증금 가장비싼 높은 고액,입정동의 (월세)거래내역이 없습니다
삼선동1가/월세/보증금,삼선동1가 월세 보증금 가장비싼 높은 고액,삼선동1가의 (월세)거래내역이 없습니다
의주로1가/월세/보증금,의주로1가 월세 보증금 가장비싼 높은 고액,의주로1가의 (월세)거래내역이 없습니다
외발산동/월세/보증금,외발산동 월세 보증금 가장비싼 높은 고액,외발산동의 (월세)거래내역이 없습니다
원효로2가/월세/보증금,원효로2가 월세 보증금 가장비싼 높은 고액,원효로2가의 (월세)거래내역이 없습니다
주성동/월세/보증금,주성동 월세 보증금 가장비싼 높은 고액,주성동의 (월세)거래내역이 없습니다
토정동/월세/보증금,토정동 월세 보증금 가장비싼 높은 고액,토정동의 (월세)거래내역이 없습니다
인현동2가/월세/보증금,인현동2가 월세 보증금 가장비싼 높은 고액,인현동2가의 (월세)거래내역이 없습니다
당주동/월세/보증금,당주동 월세 보증금 가장비싼 높은 고액,당주동의 (월세)거래내역이 없습니다
서계동/월세/보증금,서계동 월세 보증금 가장비싼 높은 고액,서계동의 (월세)거래내역이 없습니다
청파동3가/월세/보증금,청파동3가 월세 보증금 가장비싼 높은 고액,청파동3가의 (월세)거래내역이 없습니다
신계동/월세/보증금,신계동 월세 보증금 가장비싼 높은 고액,신계동의 (월세)거래내역이 없습니다
안암동2가/월세/보증금,안암동2가 월세 보증금 가장비싼 높은 고액,안암동2가의 (월세)거래내역이 없습니다
통인동/월세/보증금,통인동 월세 보증금 가장비싼 높은 고액,통인동의 (월세)거래내역이 없습니다
안암동4가/월세/보증금,안암동4가 월세 보증금 가장비싼 높은 고액,안암동4가의 (월세)거래내역이 없습니다
동소문동4가/월세/보증금,동소문동4가 월세 보증금 가장비싼 높은 고액,동소문동4가의 (월세)거래내역이 없습니다
문래동4가/월세/보증금,문래동4가 월세 보증금 가장비싼 높은 고액,문래동4가의 (월세)거래내역이 없습니다
가락동/월세/보증금,가락동 월세 보증금 가장비싼 높은 고액,가락동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 월세로 거래되었습니다.
문정동/월세/보증금,문정동 월세 보증금 가장비싼 높은 고액,문정동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
상계동/월세/보증금,상계동 월세 보증금 가장비싼 높은 고액,상계동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
방배동/월세/보증금,방배동 월세 보증금 가장비싼 높은 고액,방배동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 80000만원 월세로 거래되었습니다.
시흥동/월세/보증금,시흥동 월세 보증금 가장비싼 높은 고액,시흥동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
고척동/월세/보증금,고척동 월세 보증금 가장비싼 높은 고액,고척동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 24800만원 월세로 거래되었습니다.
응암동/월세/보증금,응암동 월세 보증금 가장비싼 높은 고액,응암동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 26000만원 월세로 거래되었습니다.
서교동/월세/보증금,서교동 월세 보증금 가장비싼 높은 고액,서교동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 17000만원 월세로 거래되었습니다.
가양동/월세/보증금,가양동 월세 보증금 가장비싼 높은 고액,가양동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 26000만원 월세로 거래되었습니다.
잠실동/월세/보증금,잠실동 월세 보증금 가장비싼 높은 고액,잠실동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 130000만원 월세로 거래되었습니다.
진관동/월세/보증금,진관동 월세 보증금 가장비싼 높은 고액,진관동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 44000만원 월세로 거래되었습니다.
하왕십리동/월세/보증금,하왕십리동 월세 보증금 가장비싼 높은 고액,하왕십리동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 월세로 거래되었습니다.
이태원동/월세/보증금,이태원동 월세 보증금 가장비싼 높은 고액,이태원동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 1000만원 월세로 거래되었습니다.
내발산동/월세/보증금,내발산동 월세 보증금 가장비싼 높은 고액,내발산동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 7704만원 월세로 거래되었습니다.
도림동/월세/보증금,도림동 월세 보증금 가장비싼 높은 고액,도림동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 3000만원 월세로 거래되었습니다.
상암동/월세/보증금,상암동 월세 보증금 가장비싼 높은 고액,상암동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 월세로 거래되었습니다.
독산동/월세/보증금,독산동 월세 보증금 가장비싼 높은 고액,독산동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
상봉동/월세/보증금,상봉동 월세 보증금 가장비싼 높은 고액,상봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20500만원 월세로 거래되었습니다.
양평동4가/월세/보증금,양평동4가 월세 보증금 가장비싼 높은 고액,양평동4가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 17860만원 월세로 거래되었습니다.
마곡동/월세/보증금,마곡동 월세 보증금 가장비싼 높은 고액,마곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 월세로 거래되었습니다.
녹번동/월세/보증금,녹번동 월세 보증금 가장비싼 높은 고액,녹번동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 24000만원 월세로 거래되었습니다.
신도림동/월세/보증금,신도림동 월세 보증금 가장비싼 높은 고액,신도림동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
양평동5가/월세/보증금,양평동5가 월세 보증금 가장비싼 높은 고액,양평동5가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 5000만원 월세로 거래되었습니다.
우면동/월세/보증금,우면동 월세 보증금 가장비싼 높은 고액,우면동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 85000만원 월세로 거래되었습니다.
개봉동/월세/보증금,개봉동 월세 보증금 가장비싼 높은 고액,개봉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 17000만원 월세로 거래되었습니다.
공릉동/월세/보증금,공릉동 월세 보증금 가장비싼 높은 고액,공릉동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
성내동/월세/보증금,성내동 월세 보증금 가장비싼 높은 고액,성내동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40750만원 월세로 거래되었습니다.
목동/월세/보증금,목동 월세 보증금 가장비싼 높은 고액,목동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 월세로 거래되었습니다.
불광동/월세/보증금,불광동 월세 보증금 가장비싼 높은 고액,불광동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 22600만원 월세로 거래되었습니다.
영등포동7가/월세/보증금,영등포동7가 월세 보증금 가장비싼 높은 고액,영등포동7가에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 20000만원 월세로 거래되었습니다.
사당동/월세/보증금,사당동 월세 보증금 가장비싼 높은 고액,사당동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 60000만원 월세로 거래되었습니다.
내곡동/월세/보증금,내곡동 월세 보증금 가장비싼 높은 고액,내곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
신사동/월세/보증금,신사동 월세 보증금 가장비싼 높은 고액,신사동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 24000만원 월세로 거래되었습니다.
월계동/월세/보증금,월계동 월세 보증금 가장비싼 높은 고액,월계동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 33000만원 월세로 거래되었습니다.
수유동/월세/보증금,수유동 월세 보증금 가장비싼 높은 고액,수유동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
화곡동/월세/보증금,화곡동 월세 보증금 가장비싼 높은 고액,화곡동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
성산동/월세/보증금,성산동 월세 보증금 가장비싼 높은 고액,성산동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 21500만원 월세로 거래되었습니다.
하계동/월세/보증금,하계동 월세 보증금 가장비싼 높은 고액,하계동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
도화동/월세/보증금,도화동 월세 보증금 가장비싼 높은 고액,도화동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 27000만원 월세로 거래되었습니다.
아현동/월세/보증금,아현동 월세 보증금 가장비싼 높은 고액,아현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 70000만원 월세로 거래되었습니다.
길음동/월세/보증금,길음동 월세 보증금 가장비싼 높은 고액,길음동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 월세로 거래되었습니다.
이문동/월세/보증금,이문동 월세 보증금 가장비싼 높은 고액,이문동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
중림동/월세/보증금,중림동 월세 보증금 가장비싼 높은 고액,중림동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 45000만원 월세로 거래되었습니다.
북아현동/월세/보증금,북아현동 월세 보증금 가장비싼 높은 고액,북아현동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 66000만원 월세로 거래되었습니다.
구로동/월세/보증금,구로동 월세 보증금 가장비싼 높은 고액,구로동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 40000만원 월세로 거래되었습니다.
신원동/월세/보증금,신원동 월세 보증금 가장비싼 높은 고액,신원동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 7372만원 월세로 거래되었습니다.
묵동/월세/보증금,묵동 월세 보증금 가장비싼 높은 고액,묵동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 25000만원 월세로 거래되었습니다.
미아동/월세/보증금,미아동 월세 보증금 가장비싼 높은 고액,미아동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 42000만원 월세로 거래되었습니다.
염창동/월세/보증금,염창동 월세 보증금 가장비싼 높은 고액,염창동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 50000만원 월세로 거래되었습니다.
신월동/월세/보증금,신월동 월세 보증금 가장비싼 높은 고액,신월동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 37000만원 월세로 거래되었습니다.
장지동/월세/보증금,장지동 월세 보증금 가장비싼 높은 고액,장지동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 38000만원 월세로 거래되었습니다.
수서동/월세/보증금,수서동 월세 보증금 가장비싼 높은 고액,수서동에서 보증금이 가장비싸게 거래된 내역은 m²(임대면적) 기준으로 보증금 30000만원 월세로 거래되었습니다.
