구분,질문,답변
당산동6가/전세/보증금,당산동6가 전세 보증금 가장비싼 높은 고액,당산동6가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 42000만원에 거래된 씨엔에스파크 연립다세대입니다.
한남동/전세/보증금,한남동 전세 보증금 가장비싼 높은 고액,한남동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 100000만원에 거래된 한남힐스테이트 아파트입니다.
청담동/전세/보증금,청담동 전세 보증금 가장비싼 높은 고액,청담동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 175000만원에 거래된 청담자이 아파트입니다.
항동/전세/보증금,항동 전세 보증금 가장비싼 높은 고액,항동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 52000만원에 거래된 한양수자인에듀힐즈 아파트입니다.
합정동/전세/보증금,합정동 전세 보증금 가장비싼 높은 고액,합정동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 합정한강아파트 아파트입니다.
방이동/전세/보증금,방이동 전세 보증금 가장비싼 높은 고액,방이동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 114000만원에 거래된 올림픽선수기자촌3단지 아파트입니다.
갈현동/전세/보증금,갈현동 전세 보증금 가장비싼 높은 고액,갈현동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28000만원에 거래된 연서노벨(463-16) 아파트입니다.
홍제동/전세/보증금,홍제동 전세 보증금 가장비싼 높은 고액,홍제동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 60000만원에 거래된 홍제현대 아파트입니다.
당산동/전세/보증금,당산동 전세 보증금 가장비싼 높은 고액,당산동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 65000만원에 거래된 강변래미안 아파트입니다.
청파동2가/전세/보증금,청파동2가 전세 보증금 가장비싼 높은 고액,청파동2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 26200만원에 거래된 청파신비빌A 연립다세대입니다.
문래동5가/전세/보증금,문래동5가 전세 보증금 가장비싼 높은 고액,문래동5가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 62700만원에 거래된 문래모아미래도 아파트입니다.
구기동/전세/보증금,구기동 전세 보증금 가장비싼 높은 고액,구기동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 동익빌라 연립다세대입니다.
양평동2가/전세/보증금,양평동2가 전세 보증금 가장비싼 높은 고액,양평동2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 21829만원에 거래된 디에이원파크 오피스텔입니다.
중동/전세/보증금,중동 전세 보증금 가장비싼 높은 고액,중동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 47000만원에 거래된 DMC마포청구아파트 아파트입니다.
용두동/전세/보증금,용두동 전세 보증금 가장비싼 높은 고액,용두동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 68000만원에 거래된 이편한세상청계센트럴포레 아파트입니다.
가리봉동/전세/보증금,가리봉동 전세 보증금 가장비싼 높은 고액,가리봉동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 34728만원에 거래된 효성 아파트입니다.
옥수동/전세/보증금,옥수동 전세 보증금 가장비싼 높은 고액,옥수동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 110000만원에 거래된 래미안 옥수 리버젠 아파트입니다.
삼성동/전세/보증금,삼성동 전세 보증금 가장비싼 높은 고액,삼성동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 152000만원에 거래된 래미안라클래시 아파트입니다.
명륜2가/전세/보증금,명륜2가 전세 보증금 가장비싼 높은 고액,명륜2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 31000만원에 거래된 아마레스7 연립다세대입니다.
회기동/전세/보증금,회기동 전세 보증금 가장비싼 높은 고액,회기동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 34000만원에 거래된 신현대 아파트입니다.
망우동/전세/보증금,망우동 전세 보증금 가장비싼 높은 고액,망우동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 53000만원에 거래된 신내역금강펜테리움센트럴파크 아파트입니다.
영등포동1가/전세/보증금,영등포동1가 전세 보증금 가장비싼 높은 고액,영등포동1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 35000만원에 거래된 여의도이튼브라운 아파트입니다.
오금동/전세/보증금,오금동 전세 보증금 가장비싼 높은 고액,오금동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 75000만원에 거래된 현대백조 아파트입니다.
만리동2가/전세/보증금,만리동2가 전세 보증금 가장비싼 높은 고액,만리동2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 78000만원에 거래된 서울역한라비발디센트럴 아파트입니다.
성북동/전세/보증금,성북동 전세 보증금 가장비싼 높은 고액,성북동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 27000만원에 거래된 아스테르빌-2 연립다세대입니다.
종암동/전세/보증금,종암동 전세 보증금 가장비싼 높은 고액,종암동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 65000만원에 거래된 종암2차SKVIEW 아파트입니다.
금호동3가/전세/보증금,금호동3가 전세 보증금 가장비싼 높은 고액,금호동3가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 70000만원에 거래된 금호한신 아파트입니다.
대현동/전세/보증금,대현동 전세 보증금 가장비싼 높은 고액,대현동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 71000만원에 거래된 럭키대현 아파트입니다.
용문동/전세/보증금,용문동 전세 보증금 가장비싼 높은 고액,용문동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 22000만원에 거래된 용현빌 연립다세대입니다.
옥인동/전세/보증금,옥인동 전세 보증금 가장비싼 높은 고액,옥인동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 45000만원에 거래된 예지명가 연립다세대입니다.
영등포동8가/전세/보증금,영등포동8가 전세 보증금 가장비싼 높은 고액,영등포동8가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 64000만원에 거래된 당산푸르지오 아파트입니다.
이화동/전세/보증금,이화동 전세 보증금 가장비싼 높은 고액,"이화동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 젬스톤헤리티지(102,103동) 연립다세대입니다."
당산동5가/전세/보증금,당산동5가 전세 보증금 가장비싼 높은 고액,당산동5가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 85000만원에 거래된 당산센트럴아이파크 아파트입니다.
대흥동/전세/보증금,대흥동 전세 보증금 가장비싼 높은 고액,대흥동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 100000만원에 거래된 신촌그랑자이(1단지) 아파트입니다.
신영동/전세/보증금,신영동 전세 보증금 가장비싼 높은 고액,신영동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 36500만원에 거래된 라비스타 연립다세대입니다.
문배동/전세/보증금,문배동 전세 보증금 가장비싼 높은 고액,문배동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 50000만원에 거래된 이안용산프리미어 오피스텔입니다.
당인동/전세/보증금,당인동 전세 보증금 가장비싼 높은 고액,당인동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 10000만원에 거래된 당인쉐르빌 연립다세대입니다.
도봉동/전세/보증금,도봉동 전세 보증금 가장비싼 높은 고액,도봉동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 48000만원에 거래된 동아에코빌 아파트입니다.
충정로3가/전세/보증금,충정로3가 전세 보증금 가장비싼 높은 고액,충정로3가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 피어리스 아파트입니다.
동작동/전세/보증금,동작동 전세 보증금 가장비싼 높은 고액,동작동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 85000만원에 거래된 이수힐스테이트 아파트입니다.
당산동1가/전세/보증금,당산동1가 전세 보증금 가장비싼 높은 고액,당산동1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28000만원에 거래된 나비드 오피스텔입니다.
당산동3가/전세/보증금,당산동3가 전세 보증금 가장비싼 높은 고액,당산동3가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 65000만원에 거래된 동부센트레빌 아파트입니다.
금호동1가/전세/보증금,금호동1가 전세 보증금 가장비싼 높은 고액,금호동1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 73000만원에 거래된 이편한세상금호파크힐스 아파트입니다.
압구정동/전세/보증금,압구정동 전세 보증금 가장비싼 높은 고액,"압구정동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 185000만원에 거래된 현대2차(10,11,20,23,24,25동) 아파트입니다."
상도1동/전세/보증금,상도1동 전세 보증금 가장비싼 높은 고액,상도1동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 25300만원에 거래된 한강뉴스타(481-2) 연립다세대입니다.
한강로1가/전세/보증금,한강로1가 전세 보증금 가장비싼 높은 고액,한강로1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 16000만원에 거래된 (216-15) 연립다세대입니다.
수색동/전세/보증금,수색동 전세 보증금 가장비싼 높은 고액,수색동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 70000만원에 거래된 DMCSKVIEW 아파트입니다.
북가좌동/전세/보증금,북가좌동 전세 보증금 가장비싼 높은 고액,북가좌동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 83000만원에 거래된 DMC래미안e편한세상 아파트입니다.
문래동1가/전세/보증금,문래동1가 전세 보증금 가장비싼 높은 고액,문래동1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28000만원에 거래된 2030센터뷰 연립다세대입니다.
원서동/전세/보증금,원서동 전세 보증금 가장비싼 높은 고액,원서동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 14000만원에 거래된 (86-20) 연립다세대입니다.
남현동/전세/보증금,남현동 전세 보증금 가장비싼 높은 고액,남현동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 53000만원에 거래된 송림퍼스트빌 아파트입니다.
교북동/전세/보증금,교북동 전세 보증금 가장비싼 높은 고액,교북동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 56722만원에 거래된 경희궁자이(4단지) 아파트입니다.
내수동/전세/보증금,내수동 전세 보증금 가장비싼 높은 고액,내수동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 138000만원에 거래된 경희궁의아침4단지 아파트입니다.
양평동3가/전세/보증금,양평동3가 전세 보증금 가장비싼 높은 고액,양평동3가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 53000만원에 거래된 현대3차 아파트입니다.
사직동/전세/보증금,사직동 전세 보증금 가장비싼 높은 고액,사직동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 130000만원에 거래된 광화문스페이스본(106동) 아파트입니다.
원효로4가/전세/보증금,원효로4가 전세 보증금 가장비싼 높은 고액,원효로4가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 80000만원에 거래된 한강수 아파트입니다.
문래동6가/전세/보증금,문래동6가 전세 보증금 가장비싼 높은 고액,문래동6가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 48500만원에 거래된 문래파라곤 201동 오피스텔입니다.
하월곡동/전세/보증금,하월곡동 전세 보증금 가장비싼 높은 고액,하월곡동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 56000만원에 거래된 월곡래미안루나밸리 아파트입니다.
대신동/전세/보증금,대신동 전세 보증금 가장비싼 높은 고액,대신동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 24400만원에 거래된 모두가 연립다세대입니다.
산천동/전세/보증금,산천동 전세 보증금 가장비싼 높은 고액,산천동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 73000만원에 거래된 리버힐삼성 아파트입니다.
충무로2가/전세/보증금,충무로2가 전세 보증금 가장비싼 높은 고액,충무로2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 명동 엠퍼스트플레이스 오피스텔입니다.
사근동/전세/보증금,사근동 전세 보증금 가장비싼 높은 고액,사근동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 (291-32) 연립다세대입니다.
연희동/전세/보증금,연희동 전세 보증금 가장비싼 높은 고액,연희동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 연희베로니스 연립다세대입니다.
영등포동3가/전세/보증금,영등포동3가 전세 보증금 가장비싼 높은 고액,영등포동3가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 26000만원에 거래된 여의시티파크 B동 오피스텔입니다.
문래동3가/전세/보증금,문래동3가 전세 보증금 가장비싼 높은 고액,문래동3가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 102000만원에 거래된 문래자이 아파트입니다.
마장동/전세/보증금,마장동 전세 보증금 가장비싼 높은 고액,마장동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 53000만원에 거래된 신성미소지움 아파트입니다.
금호동2가/전세/보증금,금호동2가 전세 보증금 가장비싼 높은 고액,금호동2가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 70000만원에 거래된 신금호파크자이 아파트입니다.
궁동/전세/보증금,궁동 전세 보증금 가장비싼 높은 고액,궁동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 우신빌라 연립다세대입니다.
예장동/전세/보증금,예장동 전세 보증금 가장비싼 높은 고액,예장동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28500만원에 거래된 주연스위트빌남산 연립다세대입니다.
청파동1가/전세/보증금,청파동1가 전세 보증금 가장비싼 높은 고액,청파동1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 26000만원에 거래된 용산 큐브스테이트 오피스텔입니다.
오장동/전세/보증금,오장동 전세 보증금 가장비싼 높은 고액,오장동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 16000만원에 거래된 오렌지카운티을지로 오피스텔입니다.
입정동/전세/보증금,입정동 전세 보증금 가장비싼 높은 고액,입정동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 65000만원에 거래된 힐스테이트세운센트럴1단지 아파트입니다.
삼선동1가/전세/보증금,삼선동1가 전세 보증금 가장비싼 높은 고액,삼선동1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 11500만원에 거래된 현도하이츠빌라 연립다세대입니다.
평동/전세/보증금,평동 전세 보증금 가장비싼 높은 고액,평동에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 115000만원에 거래된 경희궁자이(3단지) 아파트입니다.
의주로1가/전세/보증금,의주로1가 전세 보증금 가장비싼 높은 고액,의주로1가에서 보증금이 가장비싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 45150만원에 거래된 바비엥-1 오피스텔입니다.
정동/월세/보증금,정동 월세 보증금 가장비싼 높은 고액,정동의 (월세)거래내역이 없습니다
창신동/월세/보증금,창신동 월세 보증금 가장비싼 높은 고액,창신동의 (월세)거래내역이 없습니다
신창동/월세/보증금,신창동 월세 보증금 가장비싼 높은 고액,신창동의 (월세)거래내역이 없습니다
문래동2가/월세/보증금,문래동2가 월세 보증금 가장비싼 높은 고액,문래동2가의 (월세)거래내역이 없습니다
원효로3가/월세/보증금,원효로3가 월세 보증금 가장비싼 높은 고액,원효로3가의 (월세)거래내역이 없습니다
보광동/월세/보증금,보광동 월세 보증금 가장비싼 높은 고액,보광동의 (월세)거래내역이 없습니다
천연동/월세/보증금,천연동 월세 보증금 가장비싼 높은 고액,천연동의 (월세)거래내역이 없습니다
구기동/월세/보증금,구기동 월세 보증금 가장비싼 높은 고액,구기동의 (월세)거래내역이 없습니다
옥인동/월세/보증금,옥인동 월세 보증금 가장비싼 높은 고액,옥인동의 (월세)거래내역이 없습니다
이화동/월세/보증금,이화동 월세 보증금 가장비싼 높은 고액,이화동의 (월세)거래내역이 없습니다
신영동/월세/보증금,신영동 월세 보증금 가장비싼 높은 고액,신영동의 (월세)거래내역이 없습니다
당인동/월세/보증금,당인동 월세 보증금 가장비싼 높은 고액,당인동의 (월세)거래내역이 없습니다
한강로1가/월세/보증금,한강로1가 월세 보증금 가장비싼 높은 고액,한강로1가의 (월세)거래내역이 없습니다
문래동1가/월세/보증금,문래동1가 월세 보증금 가장비싼 높은 고액,문래동1가의 (월세)거래내역이 없습니다
원서동/월세/보증금,원서동 월세 보증금 가장비싼 높은 고액,원서동의 (월세)거래내역이 없습니다
대신동/월세/보증금,대신동 월세 보증금 가장비싼 높은 고액,대신동의 (월세)거래내역이 없습니다
산천동/월세/보증금,산천동 월세 보증금 가장비싼 높은 고액,산천동의 (월세)거래내역이 없습니다
예장동/월세/보증금,예장동 월세 보증금 가장비싼 높은 고액,예장동의 (월세)거래내역이 없습니다
청파동1가/월세/보증금,청파동1가 월세 보증금 가장비싼 높은 고액,청파동1가의 (월세)거래내역이 없습니다
오장동/월세/보증금,오장동 월세 보증금 가장비싼 높은 고액,오장동의 (월세)거래내역이 없습니다
입정동/월세/보증금,입정동 월세 보증금 가장비싼 높은 고액,입정동의 (월세)거래내역이 없습니다
삼선동1가/월세/보증금,삼선동1가 월세 보증금 가장비싼 높은 고액,삼선동1가의 (월세)거래내역이 없습니다
의주로1가/월세/보증금,의주로1가 월세 보증금 가장비싼 높은 고액,의주로1가의 (월세)거래내역이 없습니다
외발산동/월세/보증금,외발산동 월세 보증금 가장비싼 높은 고액,외발산동의 (월세)거래내역이 없습니다
원효로2가/월세/보증금,원효로2가 월세 보증금 가장비싼 높은 고액,원효로2가의 (월세)거래내역이 없습니다
주성동/월세/보증금,주성동 월세 보증금 가장비싼 높은 고액,주성동의 (월세)거래내역이 없습니다
토정동/월세/보증금,토정동 월세 보증금 가장비싼 높은 고액,토정동의 (월세)거래내역이 없습니다
인현동2가/월세/보증금,인현동2가 월세 보증금 가장비싼 높은 고액,인현동2가의 (월세)거래내역이 없습니다
당주동/월세/보증금,당주동 월세 보증금 가장비싼 높은 고액,당주동의 (월세)거래내역이 없습니다
서계동/월세/보증금,서계동 월세 보증금 가장비싼 높은 고액,서계동의 (월세)거래내역이 없습니다
청파동3가/월세/보증금,청파동3가 월세 보증금 가장비싼 높은 고액,청파동3가의 (월세)거래내역이 없습니다
신계동/월세/보증금,신계동 월세 보증금 가장비싼 높은 고액,신계동의 (월세)거래내역이 없습니다
안암동2가/월세/보증금,안암동2가 월세 보증금 가장비싼 높은 고액,안암동2가의 (월세)거래내역이 없습니다
통인동/월세/보증금,통인동 월세 보증금 가장비싼 높은 고액,통인동의 (월세)거래내역이 없습니다
안암동4가/월세/보증금,안암동4가 월세 보증금 가장비싼 높은 고액,안암동4가의 (월세)거래내역이 없습니다
동소문동4가/월세/보증금,동소문동4가 월세 보증금 가장비싼 높은 고액,동소문동4가의 (월세)거래내역이 없습니다
문래동4가/월세/보증금,문래동4가 월세 보증금 가장비싼 높은 고액,문래동4가의 (월세)거래내역이 없습니다
가락동/월세/보증금,가락동 월세 보증금 가장비싼 높은 고액,가락동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 70000만원 임대료는 140만원에 거래된 헬리오시티 아파트입니다.
문정동/월세/보증금,문정동 월세 보증금 가장비싼 높은 고액,문정동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 80만원에 거래된 올림픽훼밀리타운 아파트입니다.
상계동/월세/보증금,상계동 월세 보증금 가장비싼 높은 고액,상계동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 120만원에 거래된 포레나노원 아파트입니다.
방배동/월세/보증금,방배동 월세 보증금 가장비싼 높은 고액,방배동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 80000만원 임대료는 190만원에 거래된 방배그랑자이 아파트입니다.
시흥동/월세/보증금,시흥동 월세 보증금 가장비싼 높은 고액,시흥동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 55만원에 거래된 남서울힐스테이트 아파트입니다.
고척동/월세/보증금,고척동 월세 보증금 가장비싼 높은 고액,고척동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 24800만원 임대료는 55만원에 거래된 고척아이파크(아파트) 아파트입니다.
응암동/월세/보증금,응암동 월세 보증금 가장비싼 높은 고액,응암동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 26000만원 임대료는 30만원에 거래된 행운맨션 연립다세대입니다.
서교동/월세/보증금,서교동 월세 보증금 가장비싼 높은 고액,서교동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 15만원에 거래된 서교주택 연립다세대입니다.
가양동/월세/보증금,가양동 월세 보증금 가장비싼 높은 고액,가양동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 26000만원 임대료는 20만원에 거래된 가양6단지 아파트입니다.
잠실동/월세/보증금,잠실동 월세 보증금 가장비싼 높은 고액,잠실동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 130000만원 임대료는 80만원에 거래된 트리지움 아파트입니다.
진관동/월세/보증금,진관동 월세 보증금 가장비싼 높은 고액,진관동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 44000만원 임대료는 80만원에 거래된 폭포동4단지힐스테이트(408~422동)BL3-9 아파트입니다.
하왕십리동/월세/보증금,하왕십리동 월세 보증금 가장비싼 높은 고액,하왕십리동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 120만원에 거래된 센트라스 아파트입니다.
이태원동/월세/보증금,이태원동 월세 보증금 가장비싼 높은 고액,이태원동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 120만원에 거래된 한남YHA동 연립다세대입니다.
내발산동/월세/보증금,내발산동 월세 보증금 가장비싼 높은 고액,내발산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 7704만원 임대료는 7만원에 거래된 마곡수명산파크2단지 아파트입니다.
도림동/월세/보증금,도림동 월세 보증금 가장비싼 높은 고액,도림동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 3000만원 임대료는 100만원에 거래된 브라보빌1 연립다세대입니다.
상암동/월세/보증금,상암동 월세 보증금 가장비싼 높은 고액,상암동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 60만원에 거래된 DMC상암센트럴파크2단지 아파트입니다.
독산동/월세/보증금,독산동 월세 보증금 가장비싼 높은 고액,독산동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 70만원에 거래된 금천롯데캐슬골드파크1차 아파트입니다.
상봉동/월세/보증금,상봉동 월세 보증금 가장비싼 높은 고액,상봉동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20500만원 임대료는 10만원에 거래된 루엘드상봉 연립다세대입니다.
양평동4가/월세/보증금,양평동4가 월세 보증금 가장비싼 높은 고액,양평동4가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17860만원 임대료는 13만원에 거래된 (182-1) 연립다세대입니다.
마곡동/월세/보증금,마곡동 월세 보증금 가장비싼 높은 고액,마곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 60만원에 거래된 마곡힐스테이트 아파트입니다.
녹번동/월세/보증금,녹번동 월세 보증금 가장비싼 높은 고액,녹번동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 24000만원 임대료는 5만원에 거래된 더푸름 연립다세대입니다.
신도림동/월세/보증금,신도림동 월세 보증금 가장비싼 높은 고액,신도림동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 145만원에 거래된 신도림2차푸르지오 아파트입니다.
양평동5가/월세/보증금,양평동5가 월세 보증금 가장비싼 높은 고액,양평동5가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 58만원에 거래된 한빛뉴스토리선유 오피스텔입니다.
우면동/월세/보증금,우면동 월세 보증금 가장비싼 높은 고액,우면동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 85000만원 임대료는 35만원에 거래된 서초호반써밋 아파트입니다.
개봉동/월세/보증금,개봉동 월세 보증금 가장비싼 높은 고액,개봉동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17000만원 임대료는 65만원에 거래된 청실 아파트입니다.
공릉동/월세/보증금,공릉동 월세 보증금 가장비싼 높은 고액,공릉동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 30000만원 임대료는 60만원에 거래된 두산힐스빌아파트 아파트입니다.
성내동/월세/보증금,성내동 월세 보증금 가장비싼 높은 고액,성내동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 40750만원 임대료는 13만원에 거래된 파크프라자 아파트입니다.
목동/월세/보증금,목동 월세 보증금 가장비싼 높은 고액,목동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 70000만원 임대료는 400만원에 거래된 현대하이페리온 아파트입니다.
불광동/월세/보증금,불광동 월세 보증금 가장비싼 높은 고액,불광동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 22600만원 임대료는 26만원에 거래된 선우쉐르빌(8-83) 연립다세대입니다.
영등포동7가/월세/보증금,영등포동7가 월세 보증금 가장비싼 높은 고액,영등포동7가에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 20000만원 임대료는 180만원에 거래된 아크로타워스퀘어 아파트입니다.
사당동/월세/보증금,사당동 월세 보증금 가장비싼 높은 고액,사당동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 60000만원 임대료는 30만원에 거래된 롯데캐슬 아파트입니다.
내곡동/월세/보증금,내곡동 월세 보증금 가장비싼 높은 고액,내곡동에서 보증금이 가장비싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 50000만원 임대료는 100만원에 거래된 서초포레스타2단지 아파트입니다.
