구분,질문,답변
한남동/전세/보증금,한남동 전세 보증금 가장싼 낮은 저렴,한남동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 35000만원에 거래된 (426-0) 연립다세대입니다.
청담동/전세/보증금,청담동 전세 보증금 가장싼 낮은 저렴,청담동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 24000만원에 거래된 Boaztower 연립다세대입니다.
항동/전세/보증금,항동 전세 보증금 가장싼 낮은 저렴,항동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 16600만원에 거래된 초원빌라 연립다세대입니다.
합정동/전세/보증금,합정동 전세 보증금 가장싼 낮은 저렴,합정동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13000만원에 거래된 대호빌라 연립다세대입니다.
방이동/전세/보증금,방이동 전세 보증금 가장싼 낮은 저렴,방이동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 12000만원에 거래된 더하우스 연립다세대입니다.
갈현동/전세/보증금,갈현동 전세 보증금 가장싼 낮은 저렴,갈현동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 7500만원에 거래된 패밀리원룸 연립다세대입니다.
홍제동/전세/보증금,홍제동 전세 보증금 가장싼 낮은 저렴,홍제동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 19000만원에 거래된 제니스 오피스텔입니다.
당산동/전세/보증금,당산동 전세 보증금 가장싼 낮은 저렴,당산동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 13500만원에 거래된 가온빌 오피스텔입니다.
청파동2가/전세/보증금,청파동2가 전세 보증금 가장싼 낮은 저렴,청파동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 17000만원에 거래된 동진주택 연립다세대입니다.
문래동5가/전세/보증금,문래동5가 전세 보증금 가장싼 낮은 저렴,문래동5가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 12000만원에 거래된 명지 페르마타 오피스텔입니다.
구기동/전세/보증금,구기동 전세 보증금 가장싼 낮은 저렴,구기동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 약산빌라(다동) 연립다세대입니다.
양평동2가/전세/보증금,양평동2가 전세 보증금 가장싼 낮은 저렴,양평동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 21829만원에 거래된 디에이원파크 오피스텔입니다.
중동/전세/보증금,중동 전세 보증금 가장싼 낮은 저렴,중동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 14200만원에 거래된 남양빌라2차(1동) 연립다세대입니다.
용두동/전세/보증금,용두동 전세 보증금 가장싼 낮은 저렴,용두동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 18000만원에 거래된 창보리버리치 오피스텔입니다.
가리봉동/전세/보증금,가리봉동 전세 보증금 가장싼 낮은 저렴,가리봉동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 19700만원에 거래된 만민빌라 연립다세대입니다.
옥수동/전세/보증금,옥수동 전세 보증금 가장싼 낮은 저렴,옥수동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 훈빌라 연립다세대입니다.
삼성동/전세/보증금,삼성동 전세 보증금 가장싼 낮은 저렴,삼성동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 25300만원에 거래된 삼성동 롯데캐슬 클라쎄 오피스텔입니다.
명륜2가/전세/보증금,명륜2가 전세 보증금 가장싼 낮은 저렴,명륜2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 31000만원에 거래된 아마레스7 연립다세대입니다.
회기동/전세/보증금,회기동 전세 보증금 가장싼 낮은 저렴,회기동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 34000만원에 거래된 신현대 아파트입니다.
망우동/전세/보증금,망우동 전세 보증금 가장싼 낮은 저렴,망우동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 9000만원에 거래된 MAIBAUM 연립다세대입니다.
영등포동1가/전세/보증금,영등포동1가 전세 보증금 가장싼 낮은 저렴,영등포동1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 11700만원에 거래된 여의도씨티아이 오피스텔입니다.
오금동/전세/보증금,오금동 전세 보증금 가장싼 낮은 저렴,오금동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 14700만원에 거래된 중앙빌라 연립다세대입니다.
만리동2가/전세/보증금,만리동2가 전세 보증금 가장싼 낮은 저렴,만리동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 63000만원에 거래된 서울역센트럴자이 아파트입니다.
성북동/전세/보증금,성북동 전세 보증금 가장싼 낮은 저렴,성북동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 10000만원에 거래된 현대그린빌라 연립다세대입니다.
종암동/전세/보증금,종암동 전세 보증금 가장싼 낮은 저렴,종암동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 33000만원에 거래된 솔샘리치빌(3-3) 연립다세대입니다.
금호동3가/전세/보증금,금호동3가 전세 보증금 가장싼 낮은 저렴,금호동3가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 52000만원에 거래된 두산 아파트입니다.
대현동/전세/보증금,대현동 전세 보증금 가장싼 낮은 저렴,대현동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 15300만원에 거래된 신촌가이아 오피스텔입니다.
용문동/전세/보증금,용문동 전세 보증금 가장싼 낮은 저렴,용문동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 17595만원에 거래된 (38-189) 연립다세대입니다.
옥인동/전세/보증금,옥인동 전세 보증금 가장싼 낮은 저렴,옥인동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 30000만원에 거래된 옥인 연립다세대입니다.
영등포동8가/전세/보증금,영등포동8가 전세 보증금 가장싼 낮은 저렴,영등포동8가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 14700만원에 거래된 더로드2 오피스텔입니다.
이화동/전세/보증금,이화동 전세 보증금 가장싼 낮은 저렴,"이화동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 젬스톤헤리티지(102,103동) 연립다세대입니다."
당산동5가/전세/보증금,당산동5가 전세 보증금 가장싼 낮은 저렴,당산동5가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 22500만원에 거래된 데시앙루브 오피스텔 오피스텔입니다.
대흥동/전세/보증금,대흥동 전세 보증금 가장싼 낮은 저렴,대흥동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28500만원에 거래된 자슬린하우스 연립다세대입니다.
신영동/전세/보증금,신영동 전세 보증금 가장싼 낮은 저렴,신영동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 32000만원에 거래된 대아파크빌 아파트입니다.
문배동/전세/보증금,문배동 전세 보증금 가장싼 낮은 저렴,문배동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 17500만원에 거래된 용산큐브 오피스텔입니다.
당인동/전세/보증금,당인동 전세 보증금 가장싼 낮은 저렴,당인동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 10000만원에 거래된 당인쉐르빌 연립다세대입니다.
도봉동/전세/보증금,도봉동 전세 보증금 가장싼 낮은 저렴,도봉동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 7000만원에 거래된 도봉빌라2 연립다세대입니다.
충정로3가/전세/보증금,충정로3가 전세 보증금 가장싼 낮은 저렴,충정로3가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 40000만원에 거래된 피어리스 아파트입니다.
동작동/전세/보증금,동작동 전세 보증금 가장싼 낮은 저렴,동작동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 32000만원에 거래된 궁전빌라 연립다세대입니다.
당산동1가/전세/보증금,당산동1가 전세 보증금 가장싼 낮은 저렴,당산동1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 24150만원에 거래된 당산아트빌 연립다세대입니다.
당산동3가/전세/보증금,당산동3가 전세 보증금 가장싼 낮은 저렴,당산동3가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 50000만원에 거래된 당산계룡리슈빌3단지 아파트입니다.
금호동1가/전세/보증금,금호동1가 전세 보증금 가장싼 낮은 저렴,금호동1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 19000만원에 거래된 (1-166) 연립다세대입니다.
압구정동/전세/보증금,압구정동 전세 보증금 가장싼 낮은 저렴,압구정동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 51817만원에 거래된 한양4 아파트입니다.
상도1동/전세/보증금,상도1동 전세 보증금 가장싼 낮은 저렴,상도1동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 25300만원에 거래된 한강뉴스타(481-2) 연립다세대입니다.
한강로1가/전세/보증금,한강로1가 전세 보증금 가장싼 낮은 저렴,한강로1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 16000만원에 거래된 (216-15) 연립다세대입니다.
수색동/전세/보증금,수색동 전세 보증금 가장싼 낮은 저렴,수색동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 33000만원에 거래된 진흥엣세벨 아파트입니다.
북가좌동/전세/보증금,북가좌동 전세 보증금 가장싼 낮은 저렴,북가좌동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 11900만원에 거래된 북가좌휴먼타운 연립다세대입니다.
문래동1가/전세/보증금,문래동1가 전세 보증금 가장싼 낮은 저렴,문래동1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28000만원에 거래된 2030센터뷰 연립다세대입니다.
원서동/전세/보증금,원서동 전세 보증금 가장싼 낮은 저렴,원서동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 12000만원에 거래된 (4-40) 연립다세대입니다.
남현동/전세/보증금,남현동 전세 보증금 가장싼 낮은 저렴,남현동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 27000만원에 거래된 다원씨앤아이 연립다세대입니다.
교북동/전세/보증금,교북동 전세 보증금 가장싼 낮은 저렴,교북동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 56722만원에 거래된 경희궁자이(4단지) 아파트입니다.
내수동/전세/보증금,내수동 전세 보증금 가장싼 낮은 저렴,내수동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 23000만원에 거래된 광화문시대 오피스텔입니다.
양평동3가/전세/보증금,양평동3가 전세 보증금 가장싼 낮은 저렴,양평동3가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 23700만원에 거래된 에버하임 오피스텔입니다.
사직동/전세/보증금,사직동 전세 보증금 가장싼 낮은 저렴,사직동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 130000만원에 거래된 광화문스페이스본(106동) 아파트입니다.
원효로4가/전세/보증금,원효로4가 전세 보증금 가장싼 낮은 저렴,원효로4가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 47500만원에 거래된 강변삼성스위트 아파트입니다.
문래동6가/전세/보증금,문래동6가 전세 보증금 가장싼 낮은 저렴,문래동6가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 42000만원에 거래된 문래파라곤 오피스텔입니다.
하월곡동/전세/보증금,하월곡동 전세 보증금 가장싼 낮은 저렴,하월곡동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 29000만원에 거래된 HK팰리스 오피스텔입니다.
대신동/전세/보증금,대신동 전세 보증금 가장싼 낮은 저렴,대신동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 24400만원에 거래된 모두가 연립다세대입니다.
산천동/전세/보증금,산천동 전세 보증금 가장싼 낮은 저렴,산천동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 65000만원에 거래된 리버힐삼성 아파트입니다.
충무로2가/전세/보증금,충무로2가 전세 보증금 가장싼 낮은 저렴,충무로2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 명동 엠퍼스트플레이스 오피스텔입니다.
사근동/전세/보증금,사근동 전세 보증금 가장싼 낮은 저렴,사근동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 20000만원에 거래된 (291-32) 연립다세대입니다.
연희동/전세/보증금,연희동 전세 보증금 가장싼 낮은 저렴,연희동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 12000만원에 거래된 우신빌라 연립다세대입니다.
영등포동3가/전세/보증금,영등포동3가 전세 보증금 가장싼 낮은 저렴,영등포동3가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 9900만원에 거래된 포레스트힐시티 아파트입니다.
문래동3가/전세/보증금,문래동3가 전세 보증금 가장싼 낮은 저렴,문래동3가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 35000만원에 거래된 문래해태 아파트입니다.
마장동/전세/보증금,마장동 전세 보증금 가장싼 낮은 저렴,마장동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 23100만원에 거래된 마인하임 연립다세대입니다.
금호동2가/전세/보증금,금호동2가 전세 보증금 가장싼 낮은 저렴,금호동2가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 15000만원에 거래된 세종하이츠빌라 연립다세대입니다.
궁동/전세/보증금,궁동 전세 보증금 가장싼 낮은 저렴,궁동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 11000만원에 거래된 우신빌라 연립다세대입니다.
예장동/전세/보증금,예장동 전세 보증금 가장싼 낮은 저렴,예장동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 28500만원에 거래된 주연스위트빌남산 연립다세대입니다.
청파동1가/전세/보증금,청파동1가 전세 보증금 가장싼 낮은 저렴,청파동1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 15700만원에 거래된 아미고까사(1-25) 연립다세대입니다.
오장동/전세/보증금,오장동 전세 보증금 가장싼 낮은 저렴,오장동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 16000만원에 거래된 오렌지카운티을지로 오피스텔입니다.
입정동/전세/보증금,입정동 전세 보증금 가장싼 낮은 저렴,입정동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 55000만원에 거래된 힐스테이트세운센트럴2단지 아파트입니다.
삼선동1가/전세/보증금,삼선동1가 전세 보증금 가장싼 낮은 저렴,삼선동1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 11500만원에 거래된 현도하이츠빌라 연립다세대입니다.
평동/전세/보증금,평동 전세 보증금 가장싼 낮은 저렴,평동에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 115000만원에 거래된 경희궁자이(3단지) 아파트입니다.
의주로1가/전세/보증금,의주로1가 전세 보증금 가장싼 낮은 저렴,의주로1가에서 보증금이 가장싸게 거래된 전세는 m²(임대면적) 기준으로 보증금 45150만원에 거래된 바비엥-1 오피스텔입니다.
정동/월세/보증금,정동 월세 보증금 가장싼 낮은 저렴,정동의 (월세)거래내역이 없습니다
창신동/월세/보증금,창신동 월세 보증금 가장싼 낮은 저렴,창신동의 (월세)거래내역이 없습니다
신창동/월세/보증금,신창동 월세 보증금 가장싼 낮은 저렴,신창동의 (월세)거래내역이 없습니다
문래동2가/월세/보증금,문래동2가 월세 보증금 가장싼 낮은 저렴,문래동2가의 (월세)거래내역이 없습니다
원효로3가/월세/보증금,원효로3가 월세 보증금 가장싼 낮은 저렴,원효로3가의 (월세)거래내역이 없습니다
보광동/월세/보증금,보광동 월세 보증금 가장싼 낮은 저렴,보광동의 (월세)거래내역이 없습니다
천연동/월세/보증금,천연동 월세 보증금 가장싼 낮은 저렴,천연동의 (월세)거래내역이 없습니다
구기동/월세/보증금,구기동 월세 보증금 가장싼 낮은 저렴,구기동의 (월세)거래내역이 없습니다
옥인동/월세/보증금,옥인동 월세 보증금 가장싼 낮은 저렴,옥인동의 (월세)거래내역이 없습니다
이화동/월세/보증금,이화동 월세 보증금 가장싼 낮은 저렴,이화동의 (월세)거래내역이 없습니다
신영동/월세/보증금,신영동 월세 보증금 가장싼 낮은 저렴,신영동의 (월세)거래내역이 없습니다
당인동/월세/보증금,당인동 월세 보증금 가장싼 낮은 저렴,당인동의 (월세)거래내역이 없습니다
한강로1가/월세/보증금,한강로1가 월세 보증금 가장싼 낮은 저렴,한강로1가의 (월세)거래내역이 없습니다
문래동1가/월세/보증금,문래동1가 월세 보증금 가장싼 낮은 저렴,문래동1가의 (월세)거래내역이 없습니다
원서동/월세/보증금,원서동 월세 보증금 가장싼 낮은 저렴,원서동의 (월세)거래내역이 없습니다
대신동/월세/보증금,대신동 월세 보증금 가장싼 낮은 저렴,대신동의 (월세)거래내역이 없습니다
산천동/월세/보증금,산천동 월세 보증금 가장싼 낮은 저렴,산천동의 (월세)거래내역이 없습니다
예장동/월세/보증금,예장동 월세 보증금 가장싼 낮은 저렴,예장동의 (월세)거래내역이 없습니다
청파동1가/월세/보증금,청파동1가 월세 보증금 가장싼 낮은 저렴,청파동1가의 (월세)거래내역이 없습니다
오장동/월세/보증금,오장동 월세 보증금 가장싼 낮은 저렴,오장동의 (월세)거래내역이 없습니다
입정동/월세/보증금,입정동 월세 보증금 가장싼 낮은 저렴,입정동의 (월세)거래내역이 없습니다
삼선동1가/월세/보증금,삼선동1가 월세 보증금 가장싼 낮은 저렴,삼선동1가의 (월세)거래내역이 없습니다
의주로1가/월세/보증금,의주로1가 월세 보증금 가장싼 낮은 저렴,의주로1가의 (월세)거래내역이 없습니다
외발산동/월세/보증금,외발산동 월세 보증금 가장싼 낮은 저렴,외발산동의 (월세)거래내역이 없습니다
원효로2가/월세/보증금,원효로2가 월세 보증금 가장싼 낮은 저렴,원효로2가의 (월세)거래내역이 없습니다
주성동/월세/보증금,주성동 월세 보증금 가장싼 낮은 저렴,주성동의 (월세)거래내역이 없습니다
토정동/월세/보증금,토정동 월세 보증금 가장싼 낮은 저렴,토정동의 (월세)거래내역이 없습니다
인현동2가/월세/보증금,인현동2가 월세 보증금 가장싼 낮은 저렴,인현동2가의 (월세)거래내역이 없습니다
당주동/월세/보증금,당주동 월세 보증금 가장싼 낮은 저렴,당주동의 (월세)거래내역이 없습니다
서계동/월세/보증금,서계동 월세 보증금 가장싼 낮은 저렴,서계동의 (월세)거래내역이 없습니다
청파동3가/월세/보증금,청파동3가 월세 보증금 가장싼 낮은 저렴,청파동3가의 (월세)거래내역이 없습니다
신계동/월세/보증금,신계동 월세 보증금 가장싼 낮은 저렴,신계동의 (월세)거래내역이 없습니다
안암동2가/월세/보증금,안암동2가 월세 보증금 가장싼 낮은 저렴,안암동2가의 (월세)거래내역이 없습니다
통인동/월세/보증금,통인동 월세 보증금 가장싼 낮은 저렴,통인동의 (월세)거래내역이 없습니다
안암동4가/월세/보증금,안암동4가 월세 보증금 가장싼 낮은 저렴,안암동4가의 (월세)거래내역이 없습니다
동소문동4가/월세/보증금,동소문동4가 월세 보증금 가장싼 낮은 저렴,동소문동4가의 (월세)거래내역이 없습니다
문래동4가/월세/보증금,문래동4가 월세 보증금 가장싼 낮은 저렴,문래동4가의 (월세)거래내역이 없습니다
가락동/월세/보증금,가락동 월세 보증금 가장싼 낮은 저렴,가락동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 56만원에 거래된 (127-20) 연립다세대입니다.
문정동/월세/보증금,문정동 월세 보증금 가장싼 낮은 저렴,문정동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 95만원에 거래된 송파푸르지오시티 오피스텔입니다.
상계동/월세/보증금,상계동 월세 보증금 가장싼 낮은 저렴,상계동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 50만원에 거래된 소담빌 오피스텔입니다.
방배동/월세/보증금,방배동 월세 보증금 가장싼 낮은 저렴,방배동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 10만원 임대료는 40만원에 거래된 (436-17) 연립다세대입니다.
시흥동/월세/보증금,시흥동 월세 보증금 가장싼 낮은 저렴,시흥동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 105만원 임대료는 34만원에 거래된 시흥다경빌 연립다세대입니다.
고척동/월세/보증금,고척동 월세 보증금 가장싼 낮은 저렴,고척동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 287만원 임대료는 13만원에 거래된 리치빌 연립다세대입니다.
응암동/월세/보증금,응암동 월세 보증금 가장싼 낮은 저렴,응암동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 59만원에 거래된 응암아네스트 아파트입니다.
서교동/월세/보증금,서교동 월세 보증금 가장싼 낮은 저렴,서교동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 68만원에 거래된 (395-195) 연립다세대입니다.
가양동/월세/보증금,가양동 월세 보증금 가장싼 낮은 저렴,가양동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 711만원 임대료는 11만원에 거래된 가양도시개발9-1단지 아파트입니다.
잠실동/월세/보증금,잠실동 월세 보증금 가장싼 낮은 저렴,잠실동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 57만원에 거래된 가원잉꼬주택 연립다세대입니다.
진관동/월세/보증금,진관동 월세 보증금 가장싼 낮은 저렴,진관동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 60만원에 거래된 웅신 미켈란의 아침 오피스텔입니다.
하왕십리동/월세/보증금,하왕십리동 월세 보증금 가장싼 낮은 저렴,하왕십리동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 120만원에 거래된 센트라스 오피스텔입니다.
이태원동/월세/보증금,이태원동 월세 보증금 가장싼 낮은 저렴,이태원동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 120만원에 거래된 한남YHA동 연립다세대입니다.
내발산동/월세/보증금,내발산동 월세 보증금 가장싼 낮은 저렴,내발산동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1010만원 임대료는 24만원에 거래된 마곡수명산파크1단지 아파트입니다.
도림동/월세/보증금,도림동 월세 보증금 가장싼 낮은 저렴,도림동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2000만원 임대료는 100만원에 거래된 도림동 하나아파텔(1차) 오피스텔입니다.
상암동/월세/보증금,상암동 월세 보증금 가장싼 낮은 저렴,상암동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 47만원에 거래된 해그린빌 연립다세대입니다.
독산동/월세/보증금,독산동 월세 보증금 가장싼 낮은 저렴,독산동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 200만원 임대료는 70만원에 거래된 독산주공14단지 아파트입니다.
상봉동/월세/보증금,상봉동 월세 보증금 가장싼 낮은 저렴,상봉동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 48만원에 거래된 우영시티 연립다세대입니다.
양평동4가/월세/보증금,양평동4가 월세 보증금 가장싼 낮은 저렴,양평동4가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 17850만원 임대료는 13만원에 거래된 (182-1) 연립다세대입니다.
마곡동/월세/보증금,마곡동 월세 보증금 가장싼 낮은 저렴,마곡동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 70만원에 거래된 마곡에비앙 오피스텔입니다.
녹번동/월세/보증금,녹번동 월세 보증금 가장싼 낮은 저렴,녹번동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 195만원에 거래된 힐스테이트녹번 아파트입니다.
신도림동/월세/보증금,신도림동 월세 보증금 가장싼 낮은 저렴,신도림동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 80만원에 거래된 힐스테이트 신도림역 센트럴 오피스텔입니다.
양평동5가/월세/보증금,양평동5가 월세 보증금 가장싼 낮은 저렴,양평동5가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 5000만원 임대료는 58만원에 거래된 한빛뉴스토리선유 오피스텔입니다.
우면동/월세/보증금,우면동 월세 보증금 가장싼 낮은 저렴,우면동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2664만원 임대료는 44만원에 거래된 네이처힐가든 연립다세대입니다.
개봉동/월세/보증금,개봉동 월세 보증금 가장싼 낮은 저렴,개봉동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 150만원 임대료는 70만원에 거래된 지오펠리체 연립다세대입니다.
공릉동/월세/보증금,공릉동 월세 보증금 가장싼 낮은 저렴,공릉동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 52만원에 거래된 베네씨아 연립다세대입니다.
성내동/월세/보증금,성내동 월세 보증금 가장싼 낮은 저렴,성내동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 60만원에 거래된 그린파크빌(501-5) 연립다세대입니다.
목동/월세/보증금,목동 월세 보증금 가장싼 낮은 저렴,목동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 100만원 임대료는 65만원에 거래된 고센아트빌 연립다세대입니다.
불광동/월세/보증금,불광동 월세 보증금 가장싼 낮은 저렴,불광동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 1000만원 임대료는 50만원에 거래된 장미하이츠빌라(12-5) 연립다세대입니다.
영등포동7가/월세/보증금,영등포동7가 월세 보증금 가장싼 낮은 저렴,영등포동7가에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 60만원에 거래된 훼미리하우스117 아파트입니다.
사당동/월세/보증금,사당동 월세 보증금 가장싼 낮은 저렴,사당동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 500만원 임대료는 57만원에 거래된 (318-80) 연립다세대입니다.
내곡동/월세/보증금,내곡동 월세 보증금 가장싼 낮은 저렴,내곡동에서 보증금이 가장싸게 거래된 월세는 m²(임대면적) 기준으로 보증금 2189만원 임대료는 44만원에 거래된 서초포레스타2단지 아파트입니다.
